name,leavetime,reachtime,seat,charge,date,day,airport,leavehour
제주항공,900,1010,일반석,119200,2023-07-21,금,GMP-CJU,9
대한항공,900,1010,일반석,129700,2023-07-21,금,GMP-CJU,9
제주항공,925,1035,특가석,41600,2023-07-21,금,GMP-CJU,9
제주항공,925,1035,일반석,119200,2023-07-21,금,GMP-CJU,9
대한항공,930,1040,할인석,94700,2023-07-21,금,GMP-CJU,9
대한항공,930,1040,일반석,129700,2023-07-21,금,GMP-CJU,9
티웨이항공,945,1055,할인석,40500,2023-07-21,금,GMP-CJU,9
티웨이항공,945,1055,일반석,118700,2023-07-21,금,GMP-CJU,9
이스타항공,950,1105,할인석,35600,2023-07-21,금,GMP-CJU,9
아시아나항공,950,1100,할인석,96700,2023-07-21,금,GMP-CJU,9
이스타항공,950,1105,일반석,119600,2023-07-21,금,GMP-CJU,9
아시아나항공,950,1100,일반석,132700,2023-07-21,금,GMP-CJU,9
아시아나항공,1015,1125,할인석,78700,2023-07-21,금,GMP-CJU,10
아시아나항공,1015,1125,일반석,132700,2023-07-21,금,GMP-CJU,10
진에어,1030,1145,특가석,36900,2023-07-21,금,GMP-CJU,10
진에어,1030,1145,할인석,45600,2023-07-21,금,GMP-CJU,10
대한항공,1030,1145,할인석,67700,2023-07-21,금,GMP-CJU,10
대한항공,1030,1145,할인석,89700,2023-07-21,금,GMP-CJU,10
대한항공,1030,1145,일반석,106700,2023-07-21,금,GMP-CJU,10
진에어,1030,1145,일반석,119700,2023-07-21,금,GMP-CJU,10
대한항공,1030,1145,일반석,129700,2023-07-21,금,GMP-CJU,10
제주항공,1035,1135,할인석,49600,2023-07-21,금,GMP-CJU,10
제주항공,1035,1135,일반석,119200,2023-07-21,금,GMP-CJU,10
아시아나항공,1040,1150,할인석,78700,2023-07-21,금,GMP-CJU,10
아시아나항공,1040,1150,일반석,132700,2023-07-21,금,GMP-CJU,10
대한항공,1045,1155,일반석,129700,2023-07-21,금,GMP-CJU,10
에어서울,1050,1200,특가석,35600,2023-07-21,금,GMP-CJU,10
에어서울,1050,1200,할인석,47600,2023-07-21,금,GMP-CJU,10
에어서울,1050,1200,일반석,119700,2023-07-21,금,GMP-CJU,10
이스타항공,1055,1205,할인석,35600,2023-07-21,금,GMP-CJU,10
이스타항공,1055,1205,일반석,119600,2023-07-21,금,GMP-CJU,10
진에어,1100,1205,특가석,35900,2023-07-21,금,GMP-CJU,11
진에어,1100,1205,할인석,42700,2023-07-21,금,GMP-CJU,11
대한항공,1100,1205,할인석,67700,2023-07-21,금,GMP-CJU,11
대한항공,1100,1210,할인석,83700,2023-07-21,금,GMP-CJU,11
대한항공,1100,1205,일반석,106700,2023-07-21,금,GMP-CJU,11
진에어,1100,1205,일반석,119700,2023-07-21,금,GMP-CJU,11
대한항공,1100,1210,일반석,129700,2023-07-21,금,GMP-CJU,11
에어부산,1110,1230,할인석,33900,2023-07-21,금,GMP-CJU,11
에어부산,1110,1230,일반석,118700,2023-07-21,금,GMP-CJU,11
아시아나항공,1115,1225,특가석,66700,2023-07-21,금,GMP-CJU,11
아시아나항공,1115,1225,할인석,72700,2023-07-21,금,GMP-CJU,11
아시아나항공,1115,1225,일반석,132700,2023-07-21,금,GMP-CJU,11
제주항공,1130,1230,할인석,49600,2023-07-21,금,GMP-CJU,11
대한항공,1130,1240,특가석,50700,2023-07-21,금,GMP-CJU,11
대한항공,1130,1240,할인석,83700,2023-07-21,금,GMP-CJU,11
제주항공,1130,1230,일반석,119200,2023-07-21,금,GMP-CJU,11
대한항공,1130,1240,일반석,129700,2023-07-21,금,GMP-CJU,11
이스타항공,1140,1250,할인석,35600,2023-07-21,금,GMP-CJU,11
이스타항공,1140,1250,일반석,119600,2023-07-21,금,GMP-CJU,11
티웨이항공,1145,1255,할인석,35500,2023-07-21,금,GMP-CJU,11
티웨이항공,1145,1255,일반석,118700,2023-07-21,금,GMP-CJU,11
아시아나항공,1150,1305,특가석,66700,2023-07-21,금,GMP-CJU,11
아시아나항공,1150,1305,할인석,72700,2023-07-21,금,GMP-CJU,11
아시아나항공,1150,1305,일반석,132700,2023-07-21,금,GMP-CJU,11
대한항공,1155,1305,특가석,50700,2023-07-21,금,GMP-CJU,11
대한항공,1155,1305,할인석,83700,2023-07-21,금,GMP-CJU,11
대한항공,1155,1305,일반석,129700,2023-07-21,금,GMP-CJU,11
제주항공,1215,1335,특가석,33600,2023-07-21,금,GMP-CJU,12
제주항공,1215,1335,일반석,119200,2023-07-21,금,GMP-CJU,12
아시아나항공,1220,1335,특가석,60700,2023-07-21,금,GMP-CJU,12
아시아나항공,1220,1335,할인석,72700,2023-07-21,금,GMP-CJU,12
아시아나항공,1220,1335,일반석,132700,2023-07-21,금,GMP-CJU,12
아시아나항공,1225,1335,특가석,54700,2023-07-21,금,GMP-CJU,12
아시아나항공,1225,1335,할인석,72700,2023-07-21,금,GMP-CJU,12
아시아나항공,1225,1335,일반석,132700,2023-07-21,금,GMP-CJU,12
제주항공,1240,1350,특가석,37600,2023-07-21,금,GMP-CJU,12
대한항공,1240,1350,특가석,43700,2023-07-21,금,GMP-CJU,12
대한항공,1240,1350,할인석,83700,2023-07-21,금,GMP-CJU,12
제주항공,1240,1350,일반석,119200,2023-07-21,금,GMP-CJU,12
대한항공,1240,1350,일반석,129700,2023-07-21,금,GMP-CJU,12
티웨이항공,1250,1400,할인석,35500,2023-07-21,금,GMP-CJU,12
티웨이항공,1250,1400,일반석,118700,2023-07-21,금,GMP-CJU,12
이스타항공,1255,1405,할인석,32500,2023-07-21,금,GMP-CJU,12
이스타항공,1255,1405,일반석,119600,2023-07-21,금,GMP-CJU,12
대한항공,1300,1410,특가석,43700,2023-07-21,금,GMP-CJU,13
아시아나항공,1300,1410,특가석,54700,2023-07-21,금,GMP-CJU,13
아시아나항공,1300,1410,할인석,72700,2023-07-21,금,GMP-CJU,13
대한항공,1300,1410,할인석,83700,2023-07-21,금,GMP-CJU,13
대한항공,1300,1410,일반석,129700,2023-07-21,금,GMP-CJU,13
아시아나항공,1300,1410,일반석,132700,2023-07-21,금,GMP-CJU,13
제주항공,1310,1420,특가석,37600,2023-07-21,금,GMP-CJU,13
제주항공,1310,1420,일반석,119200,2023-07-21,금,GMP-CJU,13
대한항공,1320,1430,특가석,43700,2023-07-21,금,GMP-CJU,13
대한항공,1320,1430,할인석,83700,2023-07-21,금,GMP-CJU,13
대한항공,1320,1430,일반석,129700,2023-07-21,금,GMP-CJU,13
제주항공,1330,1440,특가석,37600,2023-07-21,금,GMP-CJU,13
대한항공,1330,1440,특가석,43700,2023-07-21,금,GMP-CJU,13
대한항공,1330,1440,할인석,83700,2023-07-21,금,GMP-CJU,13
제주항공,1330,1440,일반석,119200,2023-07-21,금,GMP-CJU,13
대한항공,1330,1440,일반석,129700,2023-07-21,금,GMP-CJU,13
이스타항공,1340,1450,할인석,32500,2023-07-21,금,GMP-CJU,13
티웨이항공,1340,1450,할인석,39210,2023-07-21,금,GMP-CJU,13
티웨이항공,1340,1450,일반석,118700,2023-07-21,금,GMP-CJU,13
이스타항공,1340,1450,일반석,119600,2023-07-21,금,GMP-CJU,13
아시아나항공,1400,1510,특가석,54700,2023-07-21,금,GMP-CJU,14
아시아나항공,1400,1510,할인석,72700,2023-07-21,금,GMP-CJU,14
아시아나항공,1400,1510,일반석,132700,2023-07-21,금,GMP-CJU,14
진에어,1415,1525,특가석,32100,2023-07-21,금,GMP-CJU,14
진에어,1415,1525,할인석,42700,2023-07-21,금,GMP-CJU,14
대한항공,1415,1525,특가석,50700,2023-07-21,금,GMP-CJU,14
대한항공,1415,1525,할인석,67700,2023-07-21,금,GMP-CJU,14
대한항공,1415,1525,할인석,83700,2023-07-21,금,GMP-CJU,14
대한항공,1415,1525,일반석,106700,2023-07-21,금,GMP-CJU,14
진에어,1415,1525,일반석,119700,2023-07-21,금,GMP-CJU,14
대한항공,1415,1525,일반석,129700,2023-07-21,금,GMP-CJU,14
아시아나항공,1420,1530,특가석,54700,2023-07-21,금,GMP-CJU,14
아시아나항공,1420,1530,할인석,72700,2023-07-21,금,GMP-CJU,14
아시아나항공,1420,1530,일반석,132700,2023-07-21,금,GMP-CJU,14
티웨이항공,1435,1545,할인석,43010,2023-07-21,금,GMP-CJU,14
티웨이항공,1435,1545,일반석,118700,2023-07-21,금,GMP-CJU,14
제주항공,1440,1550,특가석,33600,2023-07-21,금,GMP-CJU,14
제주항공,1440,1550,일반석,119200,2023-07-21,금,GMP-CJU,14
아시아나항공,1455,1605,특가석,54700,2023-07-21,금,GMP-CJU,14
아시아나항공,1455,1605,할인석,72700,2023-07-21,금,GMP-CJU,14
아시아나항공,1455,1605,일반석,132700,2023-07-21,금,GMP-CJU,14
진에어,1500,1610,특가석,34000,2023-07-21,금,GMP-CJU,15
대한항공,1500,1610,일반석,106700,2023-07-21,금,GMP-CJU,15
진에어,1500,1610,일반석,119700,2023-07-21,금,GMP-CJU,15
에어부산,1505,1615,할인석,36020,2023-07-21,금,GMP-CJU,15
아시아나항공,1505,1615,특가석,54700,2023-07-21,금,GMP-CJU,15
아시아나항공,1505,1615,할인석,72700,2023-07-21,금,GMP-CJU,15
에어부산,1505,1615,일반석,118700,2023-07-21,금,GMP-CJU,15
아시아나항공,1505,1615,일반석,132700,2023-07-21,금,GMP-CJU,15
제주항공,1510,1620,특가석,37600,2023-07-21,금,GMP-CJU,15
대한항공,1510,1620,특가석,71700,2023-07-21,금,GMP-CJU,15
대한항공,1510,1620,할인석,83700,2023-07-21,금,GMP-CJU,15
제주항공,1510,1620,일반석,119200,2023-07-21,금,GMP-CJU,15
대한항공,1510,1620,일반석,129700,2023-07-21,금,GMP-CJU,15
티웨이항공,1515,1625,할인석,43010,2023-07-21,금,GMP-CJU,15
티웨이항공,1515,1625,일반석,118700,2023-07-21,금,GMP-CJU,15
제주항공,1530,1640,특가석,41600,2023-07-21,금,GMP-CJU,15
제주항공,1530,1640,일반석,119200,2023-07-21,금,GMP-CJU,15
대한항공,1535,1645,할인석,89700,2023-07-21,금,GMP-CJU,15
대한항공,1535,1645,일반석,129700,2023-07-21,금,GMP-CJU,15
이스타항공,1540,1650,할인석,32500,2023-07-21,금,GMP-CJU,15
이스타항공,1540,1650,일반석,119600,2023-07-21,금,GMP-CJU,15
제주항공,1550,1705,할인석,45600,2023-07-21,금,GMP-CJU,15
제주항공,1550,1705,일반석,119200,2023-07-21,금,GMP-CJU,15
이스타항공,1555,1705,할인석,35600,2023-07-21,금,GMP-CJU,15
이스타항공,1555,1705,일반석,119600,2023-07-21,금,GMP-CJU,15
아시아나항공,1600,1710,특가석,66700,2023-07-21,금,GMP-CJU,16
아시아나항공,1600,1710,할인석,72700,2023-07-21,금,GMP-CJU,16
아시아나항공,1600,1710,일반석,132700,2023-07-21,금,GMP-CJU,16
대한항공,1630,1740,특가석,77700,2023-07-21,금,GMP-CJU,16
대한항공,1630,1740,할인석,83700,2023-07-21,금,GMP-CJU,16
대한항공,1630,1740,일반석,129700,2023-07-21,금,GMP-CJU,16
이스타항공,1635,1745,할인석,39600,2023-07-21,금,GMP-CJU,16
아시아나항공,1635,1750,특가석,66700,2023-07-21,금,GMP-CJU,16
아시아나항공,1635,1750,할인석,72700,2023-07-21,금,GMP-CJU,16
아시아나항공,630,740,특가석,42700,2023-07-21,금,CJU-GMP,6
아시아나항공,630,740,할인석,62700,2023-07-21,금,CJU-GMP,6
아시아나항공,630,740,일반석,112700,2023-07-21,금,CJU-GMP,6
아시아나항공,640,750,특가석,42700,2023-07-21,금,CJU-GMP,6
아시아나항공,640,750,할인석,62700,2023-07-21,금,CJU-GMP,6
아시아나항공,640,750,일반석,112700,2023-07-21,금,CJU-GMP,6
대한항공,700,810,특가석,45700,2023-07-21,금,CJU-GMP,7
대한항공,700,810,할인석,69700,2023-07-21,금,CJU-GMP,7
대한항공,700,810,일반석,107700,2023-07-21,금,CJU-GMP,7
에어서울,735,845,할인석,35600,2023-07-21,금,CJU-GMP,7
에어서울,735,845,일반석,81700,2023-07-21,금,CJU-GMP,7
제주항공,740,850,할인석,45600,2023-07-21,금,CJU-GMP,7
제주항공,740,850,일반석,97700,2023-07-21,금,CJU-GMP,7
티웨이항공,755,905,할인석,36000,2023-07-21,금,CJU-GMP,7
아시아나항공,755,905,특가석,42700,2023-07-21,금,CJU-GMP,7
아시아나항공,755,905,할인석,62700,2023-07-21,금,CJU-GMP,7
티웨이항공,755,905,일반석,97700,2023-07-21,금,CJU-GMP,7
아시아나항공,755,905,일반석,112700,2023-07-21,금,CJU-GMP,7
이스타항공,810,915,할인석,29000,2023-07-21,금,CJU-GMP,8
이스타항공,810,915,일반석,97600,2023-07-21,금,CJU-GMP,8
진에어,815,930,특가석,28200,2023-07-21,금,CJU-GMP,8
진에어,815,930,할인석,43700,2023-07-21,금,CJU-GMP,8
진에어,815,930,일반석,92700,2023-07-21,금,CJU-GMP,8
이스타항공,830,940,할인석,35600,2023-07-21,금,CJU-GMP,8
이스타항공,830,940,일반석,97600,2023-07-21,금,CJU-GMP,8
에어부산,840,1000,할인석,35100,2023-07-21,금,CJU-GMP,8
대한항공,840,950,특가석,60700,2023-07-21,금,CJU-GMP,8
대한항공,840,950,할인석,69700,2023-07-21,금,CJU-GMP,8
에어부산,840,1000,일반석,92700,2023-07-21,금,CJU-GMP,8
대한항공,840,950,일반석,107700,2023-07-21,금,CJU-GMP,8
티웨이항공,845,955,할인석,29500,2023-07-21,금,CJU-GMP,8
제주항공,845,955,특가석,37600,2023-07-21,금,CJU-GMP,8
티웨이항공,845,955,일반석,97700,2023-07-21,금,CJU-GMP,8
제주항공,845,955,일반석,97700,2023-07-21,금,CJU-GMP,8
이스타항공,850,1000,할인석,54600,2023-07-21,금,CJU-GMP,8
이스타항공,850,1000,일반석,97600,2023-07-21,금,CJU-GMP,8
대한항공,910,1020,특가석,45700,2023-07-21,금,CJU-GMP,9
대한항공,910,1020,할인석,69700,2023-07-21,금,CJU-GMP,9
대한항공,910,1020,일반석,107700,2023-07-21,금,CJU-GMP,9
진에어,915,1025,특가석,32600,2023-07-21,금,CJU-GMP,9
에어부산,915,1025,할인석,35100,2023-07-21,금,CJU-GMP,9
진에어,915,1025,할인석,39800,2023-07-21,금,CJU-GMP,9
진에어,915,1025,일반석,92700,2023-07-21,금,CJU-GMP,9
에어부산,915,1025,일반석,92700,2023-07-21,금,CJU-GMP,9
아시아나항공,920,1030,특가석,57700,2023-07-21,금,CJU-GMP,9
아시아나항공,920,1030,할인석,62700,2023-07-21,금,CJU-GMP,9
아시아나항공,920,1030,일반석,112700,2023-07-21,금,CJU-GMP,9
대한항공,935,1045,특가석,50700,2023-07-21,금,CJU-GMP,9
대한항공,935,1045,할인석,69700,2023-07-21,금,CJU-GMP,9
대한항공,935,1045,일반석,107700,2023-07-21,금,CJU-GMP,9
제주항공,945,1055,할인석,58600,2023-07-21,금,CJU-GMP,9
제주항공,945,1055,일반석,97700,2023-07-21,금,CJU-GMP,9
이스타항공,950,1100,할인석,52600,2023-07-21,금,CJU-GMP,9
아시아나항공,950,1100,특가석,57700,2023-07-21,금,CJU-GMP,9
아시아나항공,950,1100,할인석,62700,2023-07-21,금,CJU-GMP,9
이스타항공,950,1100,일반석,97600,2023-07-21,금,CJU-GMP,9
아시아나항공,950,1100,일반석,112700,2023-07-21,금,CJU-GMP,9
티웨이항공,1000,1110,할인석,39210,2023-07-21,금,CJU-GMP,10
티웨이항공,1000,1110,일반석,97700,2023-07-21,금,CJU-GMP,10
대한항공,1005,1115,할인석,74700,2023-07-21,금,CJU-GMP,10
대한항공,1005,1115,일반석,107700,2023-07-21,금,CJU-GMP,10
제주항공,1010,1120,할인석,58600,2023-07-21,금,CJU-GMP,10
제주항공,1010,1120,일반석,97700,2023-07-21,금,CJU-GMP,10
아시아나항공,1020,1130,할인석,67700,2023-07-21,금,CJU-GMP,10
아시아나항공,1020,1130,일반석,112700,2023-07-21,금,CJU-GMP,10
대한항공,1050,1200,특가석,45700,2023-07-21,금,CJU-GMP,10
제주항공,1050,1200,할인석,49600,2023-07-21,금,CJU-GMP,10
대한항공,1050,1200,할인석,69700,2023-07-21,금,CJU-GMP,10
제주항공,1050,1200,일반석,97700,2023-07-21,금,CJU-GMP,10
대한항공,1050,1200,일반석,107700,2023-07-21,금,CJU-GMP,10
대한항공,1055,1205,특가석,50700,2023-07-21,금,CJU-GMP,10
대한항공,1055,1205,할인석,69700,2023-07-21,금,CJU-GMP,10
대한항공,1055,1205,일반석,107700,2023-07-21,금,CJU-GMP,10
티웨이항공,1105,1215,할인석,39210,2023-07-21,금,CJU-GMP,11
티웨이항공,1105,1215,일반석,97700,2023-07-21,금,CJU-GMP,11
제주항공,1115,1225,할인석,45600,2023-07-21,금,CJU-GMP,11
대한항공,1115,1230,특가석,45700,2023-07-21,금,CJU-GMP,11
대한항공,1115,1230,할인석,69700,2023-07-21,금,CJU-GMP,11
제주항공,1115,1225,일반석,97700,2023-07-21,금,CJU-GMP,11
대한항공,1115,1230,일반석,107700,2023-07-21,금,CJU-GMP,11
대한항공,1130,1240,특가석,45700,2023-07-21,금,CJU-GMP,11
대한항공,1130,1240,할인석,69700,2023-07-21,금,CJU-GMP,11
대한항공,1130,1240,일반석,107700,2023-07-21,금,CJU-GMP,11
티웨이항공,1135,1245,할인석,36000,2023-07-21,금,CJU-GMP,11
티웨이항공,1135,1245,일반석,97700,2023-07-21,금,CJU-GMP,11
제주항공,1140,1250,할인석,45600,2023-07-21,금,CJU-GMP,11
제주항공,1140,1250,일반석,97700,2023-07-21,금,CJU-GMP,11
이스타항공,1145,1255,할인석,64600,2023-07-21,금,CJU-GMP,11
이스타항공,1145,1255,일반석,97600,2023-07-21,금,CJU-GMP,11
제주항공,1210,1320,할인석,45600,2023-07-21,금,CJU-GMP,12
아시아나항공,1210,1320,특가석,54700,2023-07-21,금,CJU-GMP,12
아시아나항공,1210,1320,할인석,64700,2023-07-21,금,CJU-GMP,12
제주항공,1210,1320,일반석,97700,2023-07-21,금,CJU-GMP,12
아시아나항공,1210,1320,일반석,115700,2023-07-21,금,CJU-GMP,12
진에어,1220,1335,특가석,35900,2023-07-21,금,CJU-GMP,12
진에어,1220,1335,할인석,41800,2023-07-21,금,CJU-GMP,12
제주항공,1220,1330,할인석,71600,2023-07-21,금,CJU-GMP,12
진에어,1220,1335,일반석,97700,2023-07-21,금,CJU-GMP,12
제주항공,1220,1330,일반석,97700,2023-07-21,금,CJU-GMP,12
대한항공,1225,1335,특가석,52700,2023-07-21,금,CJU-GMP,12
에어부산,650,755,할인석,44020,2023-07-21,금,PUS-CJU,6
에어부산,650,755,일반석,99700,2023-07-21,금,PUS-CJU,6
아시아나항공,650,755,일반석,99700,2023-07-21,금,PUS-CJU,6
대한항공,700,800,특가석,44700,2023-07-21,금,PUS-CJU,7
대한항공,700,800,할인석,66700,2023-07-21,금,PUS-CJU,7
대한항공,700,800,일반석,102700,2023-07-21,금,PUS-CJU,7
에어부산,730,825,할인석,45760,2023-07-21,금,PUS-CJU,7
에어부산,730,825,일반석,99700,2023-07-21,금,PUS-CJU,7
에어부산,735,830,할인석,46630,2023-07-21,금,PUS-CJU,7
에어부산,735,830,일반석,99700,2023-07-21,금,PUS-CJU,7
진에어,740,845,할인석,49400,2023-07-21,금,PUS-CJU,7
대한항공,740,845,할인석,69700,2023-07-21,금,PUS-CJU,7
대한항공,740,845,일반석,93700,2023-07-21,금,PUS-CJU,7
진에어,740,845,일반석,95700,2023-07-21,금,PUS-CJU,7
에어부산,800,900,할인석,62290,2023-07-21,금,PUS-CJU,8
에어부산,800,900,일반석,99700,2023-07-21,금,PUS-CJU,8
제주항공,805,905,할인석,65600,2023-07-21,금,PUS-CJU,8
제주항공,805,905,일반석,99700,2023-07-21,금,PUS-CJU,8
제주항공,910,1010,할인석,84600,2023-07-21,금,PUS-CJU,9
제주항공,910,1010,일반석,99700,2023-07-21,금,PUS-CJU,9
에어부산,1135,1235,할인석,68380,2023-07-21,금,PUS-CJU,11
에어부산,1135,1235,일반석,99700,2023-07-21,금,PUS-CJU,11
아시아나항공,1135,1235,일반석,99700,2023-07-21,금,PUS-CJU,11
에어부산,1150,1250,할인석,64900,2023-07-21,금,PUS-CJU,11
에어부산,1150,1250,일반석,99700,2023-07-21,금,PUS-CJU,11
진에어,1205,1310,할인석,65900,2023-07-21,금,PUS-CJU,12
대한항공,1205,1310,할인석,81700,2023-07-21,금,PUS-CJU,12
대한항공,1205,1310,일반석,93700,2023-07-21,금,PUS-CJU,12
진에어,1205,1310,일반석,95700,2023-07-21,금,PUS-CJU,12
제주항공,1220,1320,할인석,80600,2023-07-21,금,PUS-CJU,12
제주항공,1220,1320,일반석,99700,2023-07-21,금,PUS-CJU,12
에어부산,1325,1420,할인석,68380,2023-07-21,금,PUS-CJU,13
에어부산,1325,1420,일반석,99700,2023-07-21,금,PUS-CJU,13
아시아나항공,1325,1420,일반석,99700,2023-07-21,금,PUS-CJU,13
대한항공,1400,1500,할인석,76700,2023-07-21,금,PUS-CJU,14
대한항공,1400,1500,일반석,102700,2023-07-21,금,PUS-CJU,14
진에어,1420,1520,할인석,72700,2023-07-21,금,PUS-CJU,14
대한항공,1420,1520,할인석,81700,2023-07-21,금,PUS-CJU,14
대한항공,1420,1520,일반석,93700,2023-07-21,금,PUS-CJU,14
진에어,1420,1520,일반석,95700,2023-07-21,금,PUS-CJU,14
제주항공,1440,1540,할인석,75600,2023-07-21,금,PUS-CJU,14
에어부산,1440,1540,할인석,77950,2023-07-21,금,PUS-CJU,14
에어부산,1440,1540,일반석,99700,2023-07-21,금,PUS-CJU,14
제주항공,1440,1540,일반석,99700,2023-07-21,금,PUS-CJU,14
아시아나항공,1440,1540,일반석,99700,2023-07-21,금,PUS-CJU,14
에어부산,1500,1555,할인석,82300,2023-07-21,금,PUS-CJU,15
에어부산,1500,1555,일반석,99700,2023-07-21,금,PUS-CJU,15
아시아나항공,1500,1555,일반석,99700,2023-07-21,금,PUS-CJU,15
제주항공,1530,1650,일반석,99700,2023-07-21,금,PUS-CJU,15
대한항공,1640,1740,할인석,72700,2023-07-21,금,PUS-CJU,16
대한항공,1640,1740,일반석,102700,2023-07-21,금,PUS-CJU,16
에어부산,1700,1805,할인석,71860,2023-07-21,금,PUS-CJU,17
에어부산,1700,1805,일반석,99700,2023-07-21,금,PUS-CJU,17
아시아나항공,1700,1805,일반석,99700,2023-07-21,금,PUS-CJU,17
제주항공,1705,1800,할인석,75600,2023-07-21,금,PUS-CJU,17
제주항공,1705,1800,일반석,99700,2023-07-21,금,PUS-CJU,17
에어부산,1730,1830,할인석,70120,2023-07-21,금,PUS-CJU,17
에어부산,1730,1830,일반석,99700,2023-07-21,금,PUS-CJU,17
